timestamp,well_id,oil_rate_bbl_d,gas_rate_mmscf_d,tubing_pressure_psi,temperature_c,vibration_mm_s,water_cut_pct,choke_size_64ths,status
2026-09-12 07:00:00,Well-12A,896.7,0.81,1810.6,78.9,2.135,20.31,28,Online
2026-09-12 08:00:00,Well-12A,893.6,0.784,1811.4,79.9,2.598,20.46,32,Online
2026-09-12 09:00:00,Well-12A,898.8,0.74,1808.2,79.3,2.051,20.47,32,Online
2026-09-12 10:00:00,Well-12A,893.9,0.838,1810.0,79.4,2.234,20.57,32,Online
2026-09-12 11:00:00,Well-12A,893.5,0.811,1817.4,79.5,2.068,20.63,36,Online
2026-09-12 12:00:00,Well-12A,894.9,1.062,1822.7,79.4,2.072,20.53,36,Online
2026-09-12 13:00:00,Well-12A,895.5,0.916,1829.0,79.5,2.252,20.45,36,Online
2026-09-12 14:00:00,Well-12A,893.9,0.839,1826.9,80.1,2.114,20.57,32,Online
2026-09-12 15:00:00,Well-12A,893.3,0.922,1822.8,79.2,2.109,20.53,36,Online
2026-09-12 16:00:00,Well-12A,892.0,0.763,1822.2,79.6,2.121,20.48,24,Online
2026-09-12 17:00:00,Well-12A,890.5,0.871,1822.4,78.9,2.197,20.37,36,Online
2026-09-12 18:00:00,Well-12A,892.6,0.938,1826.6,80.2,2.268,20.42,32,Online
2026-09-12 19:00:00,Well-12A,893.4,0.889,1819.8,78.4,2.088,20.67,28,Online
2026-09-12 20:00:00,Well-12A,891.6,0.857,1825.8,80.5,2.216,20.54,32,Online
2026-09-12 21:00:00,Well-12A,893.8,1.07,1825.1,79.0,2.168,20.54,32,Online
2026-09-12 22:00:00,Well-12A,894.5,1.031,1823.3,77.8,2.248,20.71,36,Restricted
2026-09-12 23:00:00,Well-12A,896.5,0.941,1819.2,79.1,2.056,20.7,36,Online
2026-09-13 00:00:00,Well-12A,898.0,0.923,1812.5,78.4,2.052,20.76,32,Online
2026-09-13 01:00:00,Well-12A,895.9,0.939,1815.7,79.7,2.289,20.63,40,Online
2026-09-13 02:00:00,Well-12A,894.4,0.788,1815.9,78.4,2.154,20.68,40,Online
2026-09-13 03:00:00,Well-12A,896.2,0.859,1810.6,78.6,2.056,20.66,28,Online
2026-09-13 04:00:00,Well-12A,897.7,0.732,1805.3,77.4,2.23,20.78,28,Online
2026-09-13 05:00:00,Well-12A,897.6,0.889,1803.9,78.6,2.356,20.92,28,Online
2026-09-13 06:00:00,Well-12A,897.8,0.913,1810.5,76.9,2.173,21.23,28,Online
2026-09-13 07:00:00,Well-12A,900.9,0.803,1809.4,77.7,2.052,21.3,24,Online
2026-09-13 08:00:00,Well-12A,899.4,1.066,1803.3,79.6,2.339,21.34,28,Online
2026-09-13 09:00:00,Well-12A,900.7,1.048,1802.2,79.7,2.284,21.36,24,Online
2026-09-13 10:00:00,Well-12A,900.1,0.98,1801.0,79.4,2.117,21.32,36,Online
2026-09-13 11:00:00,Well-12A,899.5,0.912,1790.1,78.2,2.184,21.36,32,Online
2026-09-13 12:00:00,Well-12A,902.2,1.036,1789.8,79.0,2.091,21.33,24,Online
2026-09-13 13:00:00,Well-12A,904.2,0.771,1788.8,79.0,2.062,21.35,28,Online
2026-09-13 14:00:00,Well-12A,906.2,1.011,1791.5,78.0,2.167,21.5,28,Online
2026-09-13 15:00:00,Well-12A,909.4,0.773,1798.8,80.3,2.066,21.38,28,Online
2026-09-13 16:00:00,Well-12A,909.4,1.016,1803.2,79.7,2.157,21.52,32,Online
2026-09-13 17:00:00,Well-12A,911.0,0.829,1802.1,78.8,2.064,21.68,36,Online
2026-09-13 18:00:00,Well-12A,910.2,1.047,1797.6,79.0,2.485,21.66,36,Online
2026-09-13 19:00:00,Well-12A,910.9,1.073,1807.8,79.2,2.257,21.41,36,Online
2026-09-13 20:00:00,Well-12A,910.6,0.783,1807.9,77.3,2.082,21.34,28,Online
2026-09-13 21:00:00,Well-12A,910.7,0.897,1807.9,78.8,2.316,21.49,28,Online
2026-09-13 22:00:00,Well-12A,912.2,1.088,1807.7,78.4,2.182,21.49,32,Online
2026-09-13 23:00:00,Well-12A,910.1,0.904,1808.4,78.1,2.387,21.37,24,Online
2026-09-14 00:00:00,Well-12A,915.2,1.048,1807.7,78.8,2.318,21.31,24,Online
2026-09-14 01:00:00,Well-12A,912.7,0.945,1805.3,80.5,2.097,21.41,32,Online
2026-09-14 02:00:00,Well-12A,909.6,0.864,1803.1,79.5,2.378,21.47,40,Online
2026-09-14 03:00:00,Well-12A,912.4,0.834,1802.8,78.5,2.083,21.45,32,Online
2026-09-14 04:00:00,Well-12A,914.3,0.806,1800.6,79.5,2.124,21.4,28,Online
2026-09-14 05:00:00,Well-12A,915.8,1.012,1797.6,80.2,2.185,21.35,32,Online
2026-09-14 06:00:00,Well-12A,917.3,0.876,1798.0,79.8,2.117,21.24,40,Online
2026-09-14 07:00:00,Well-12A,917.2,0.921,1796.9,79.1,2.135,21.44,36,Online
2026-09-14 08:00:00,Well-12A,914.9,0.912,1802.8,78.5,2.087,21.4,24,Online
2026-09-14 09:00:00,Well-12A,915.1,0.943,1792.1,79.6,2.085,21.55,24,Online
2026-09-14 10:00:00,Well-12A,913.3,1.047,1796.4,79.3,2.051,21.73,36,Online
2026-09-14 11:00:00,Well-12A,915.7,1.092,1801.3,79.8,2.146,21.85,24,Online
2026-09-14 12:00:00,Well-12A,915.3,0.881,1792.9,79.5,2.312,21.8,24,Online
2026-08-31 13:00:00,Well-07B,781.9,0.779,1620.2,75.3,2.522,21.96,32,Online
2026-08-31 14:00:00,Well-07B,785.5,0.67,1630.3,77.9,2.719,21.93,36,Online
2026-08-31 15:00:00,Well-07B,783.3,0.703,1635.1,75.8,2.627,21.93,28,Online
2026-08-31 16:00:00,Well-07B,785.0,0.72,1633.0,74.8,2.473,22.08,32,Online
2026-08-31 17:00:00,Well-07B,784.9,0.918,1630.5,74.5,2.582,22.09,40,Online
2026-08-31 18:00:00,Well-07B,790.1,0.705,1627.8,75.5,2.537,22.12,28,Online
2026-08-31 19:00:00,Well-07B,788.0,0.722,1631.2,75.8,2.451,22.25,36,Online
2026-08-31 20:00:00,Well-07B,790.8,0.75,1637.6,76.8,2.403,22.25,40,Online
2026-08-31 21:00:00,Well-07B,791.7,0.844,1639.8,76.7,2.411,22.5,24,Restricted
2026-08-31 22:00:00,Well-07B,792.3,0.671,1640.3,76.0,2.495,22.35,32,Online
2026-08-31 23:00:00,Well-07B,792.4,0.936,1638.5,75.6,2.444,22.24,40,Online
2026-09-01 00:00:00,Well-07B,795.7,0.912,1639.7,76.3,2.402,22.31,28,Online
2026-09-01 01:00:00,Well-07B,796.3,0.821,1636.3,74.5,2.542,22.46,32,Online
2026-09-01 02:00:00,Well-07B,792.4,0.848,1628.5,77.7,2.576,22.44,32,Online
2026-09-01 03:00:00,Well-07B,795.4,0.642,1635.0,76.6,2.534,22.32,32,Online
2026-09-01 04:00:00,Well-07B,798.0,0.747,1630.8,76.7,2.515,22.53,36,Restricted
2026-09-01 05:00:00,Well-07B,799.4,0.894,1629.5,75.1,2.413,22.44,24,Online
2026-09-01 06:00:00,Well-07B,796.5,0.662,1632.0,77.1,2.603,22.48,36,Online
2026-09-01 07:00:00,Well-07B,794.0,0.725,1637.6,75.6,2.831,22.63,32,Online
2026-09-01 08:00:00,Well-07B,789.2,0.816,1638.6,75.2,2.524,22.58,36,Online
2026-09-01 09:00:00,Well-07B,790.3,0.713,1633.7,76.0,2.654,22.51,28,Online
2026-09-01 10:00:00,Well-07B,786.9,0.924,1632.4,75.9,2.896,22.44,28,Online
2026-09-01 11:00:00,Well-07B,782.5,0.667,1629.6,75.1,2.557,22.55,40,Online
2026-09-01 12:00:00,Well-07B,785.7,0.879,1629.4,75.2,2.417,22.68,28,Online
2026-09-01 13:00:00,Well-07B,787.5,0.79,1634.2,75.2,2.573,22.68,40,Online
2026-09-01 14:00:00,Well-07B,786.6,0.865,1624.0,75.2,2.646,22.91,24,Restricted
2026-09-01 15:00:00,Well-07B,786.3,0.727,1622.2,75.7,2.643,22.91,40,Online
2026-09-01 16:00:00,Well-07B,780.2,0.785,1620.2,74.8,2.603,23.06,40,Online
2026-09-01 17:00:00,Well-07B,782.4,0.894,1615.1,75.4,2.458,23.01,28,Online
2026-09-01 18:00:00,Well-07B,780.6,0.77,1617.4,76.9,2.51,23.29,36,Online
2026-09-01 19:00:00,Well-07B,781.4,0.738,1611.6,76.7,2.612,23.48,40,Online
2026-09-01 20:00:00,Well-07B,775.1,0.786,1606.3,75.1,2.511,23.47,32,Online
2026-09-01 21:00:00,Well-07B,777.5,0.845,1609.6,76.8,2.435,23.64,40,Online
2026-09-01 22:00:00,Well-07B,775.5,0.758,1615.5,74.3,2.492,23.8,40,Online
2026-09-01 23:00:00,Well-07B,772.0,0.908,1615.1,78.1,2.504,23.99,32,Online
2026-09-02 00:00:00,Well-07B,771.1,0.708,1610.2,77.1,2.719,23.69,32,Online
2026-09-02 01:00:00,Well-07B,769.6,0.762,1607.3,75.5,2.61,23.78,28,Online
2026-09-02 02:00:00,Well-07B,772.2,0.852,1611.2,76.3,2.803,23.84,24,Online
2026-09-02 03:00:00,Well-07B,771.1,0.829,1611.6,74.8,2.516,23.9,24,Online
2026-09-02 04:00:00,Well-07B,774.4,0.887,1611.1,76.1,2.413,23.93,40,Online
2026-09-02 05:00:00,Well-07B,775.2,0.929,1612.3,75.8,2.406,23.96,40,Online
2026-09-02 06:00:00,Well-07B,777.4,0.755,1612.0,75.3,2.624,24.11,36,Online
2026-09-02 07:00:00,Well-07B,777.3,0.656,1618.1,75.6,2.678,24.18,28,Online
2026-09-02 08:00:00,Well-07B,780.4,0.634,1615.0,75.5,2.512,24.2,24,Online
2026-09-02 09:00:00,Well-07B,777.5,0.848,1611.5,75.0,2.606,24.34,28,Online
2026-09-02 10:00:00,Well-07B,777.7,0.894,1605.9,75.3,2.447,24.39,36,Online
2026-09-02 11:00:00,Well-07B,776.7,0.69,1603.6,74.8,2.645,24.45,40,Online
2026-09-02 12:00:00,Well-07B,780.1,0.674,1599.2,76.7,2.546,24.67,24,Online
2026-09-02 13:00:00,Well-07B,783.8,0.647,1599.9,75.2,2.842,24.62,36,Online
2026-09-02 14:00:00,Well-07B,783.7,0.885,1599.9,75.0,2.618,24.44,40,Online
2026-09-02 15:00:00,Well-07B,780.4,0.722,1595.5,76.7,2.618,24.45,24,Online
2026-09-02 16:00:00,Well-07B,781.5,0.751,1597.8,76.3,2.493,24.47,32,Online
2026-09-02 17:00:00,Well-07B,777.2,0.778,1603.8,76.7,2.663,24.56,28,Online
2026-09-02 18:00:00,Well-07B,781.2,0.887,1605.1,76.8,2.646,24.57,24,Online
2026-09-02 19:00:00,Well-07B,780.0,0.827,1594.8,77.6,2.908,24.66,36,Online
2026-09-02 20:00:00,Well-07B,779.9,0.816,1602.7,75.9,2.439,24.96,40,Online
2026-09-02 21:00:00,Well-07B,778.1,0.677,1605.6,74.8,2.549,25.06,28,Online
2026-09-02 22:00:00,Well-07B,775.8,0.78,1613.3,76.2,2.718,25.18,32,Online
2026-09-02 23:00:00,Well-07B,777.6,0.845,1617.6,75.4,2.533,25.16,28,Online
2026-09-03 00:00:00,Well-07B,777.1,0.924,1622.7,75.2,2.582,25.0,40,Online
2026-09-03 01:00:00,Well-07B,777.2,0.684,1623.4,76.1,2.57,24.72,28,Online
2026-09-03 02:00:00,Well-07B,774.6,0.623,1622.3,76.7,2.707,24.66,24,Online
2026-09-03 03:00:00,Well-07B,776.7,0.645,1623.7,75.3,2.567,24.35,32,Online
2026-09-03 04:00:00,Well-07B,779.0,0.74,1620.8,77.1,2.408,24.41,28,Online
2026-09-03 05:00:00,Well-07B,778.4,0.878,1622.4,75.2,2.467,24.36,28,Online
2026-09-03 06:00:00,Well-07B,781.5,0.627,1611.8,75.8,2.573,24.21,28,Online
2026-09-03 07:00:00,Well-07B,781.2,0.768,1611.9,76.3,2.833,24.22,36,Online
2026-09-03 08:00:00,Well-07B,783.1,0.73,1617.2,75.7,2.499,24.13,36,Online
2026-09-03 09:00:00,Well-07B,779.0,0.64,1617.5,74.5,2.651,24.19,36,Online
2026-09-03 10:00:00,Well-07B,779.8,0.764,1624.3,76.8,2.833,24.27,24,Online
2026-09-03 11:00:00,Well-07B,779.1,0.703,1623.1,75.5,2.436,24.19,40,Online
2026-09-03 12:00:00,Well-07B,779.4,0.733,1627.1,76.6,2.521,24.16,24,Online
2026-09-03 13:00:00,Well-07B,779.6,0.844,1623.5,74.9,2.781,24.19,32,Online
2026-09-03 14:00:00,Well-07B,779.9,0.787,1627.2,75.1,2.814,24.02,36,Online
2026-09-03 15:00:00,Well-07B,781.3,0.664,1628.1,76.7,2.454,24.04,40,Online
2026-09-03 16:00:00,Well-07B,779.9,0.924,1627.1,76.3,2.62,23.87,28,Online
2026-09-03 17:00:00,Well-07B,781.2,0.824,1616.7,75.6,2.699,23.94,36,Online
2026-09-03 18:00:00,Well-07B,784.3,0.868,1615.6,76.3,2.621,23.89,32,Online
2026-09-03 19:00:00,Well-07B,780.7,0.649,1616.4,75.2,2.602,23.71,24,Online
2026-09-03 20:00:00,Well-07B,778.7,0.638,1619.6,76.1,2.633,23.64,24,Online
2026-09-03 21:00:00,Well-07B,776.8,0.627,1625.7,76.1,2.543,23.58,32,Online
2026-09-03 22:00:00,Well-07B,774.0,0.678,1633.8,75.7,2.429,23.71,40,Online
2026-09-03 23:00:00,Well-07B,772.7,0.746,1638.7,75.3,2.674,23.73,28,Online
2026-09-04 00:00:00,Well-07B,775.2,0.91,1636.4,76.1,2.561,23.61,28,Online
2026-09-04 01:00:00,Well-07B,778.8,0.765,1635.0,76.0,2.643,23.81,28,Online
2026-09-04 02:00:00,Well-07B,779.0,0.714,1637.9,75.6,2.526,23.89,32,Online
2026-09-04 03:00:00,Well-07B,778.1,0.797,1639.9,75.1,2.634,23.85,36,Online
2026-09-04 04:00:00,Well-07B,780.1,0.659,1646.3,76.0,2.557,23.66,28,Online
2026-09-04 05:00:00,Well-07B,774.1,0.808,1656.1,75.6,2.44,23.61,28,Online
2026-09-04 06:00:00,Well-07B,771.4,0.793,1665.1,75.1,2.767,23.58,36,Online
2026-09-04 07:00:00,Well-07B,765.6,0.855,1671.0,76.0,2.41,23.63,40,Online
2026-09-04 08:00:00,Well-07B,762.8,0.911,1673.0,77.4,2.424,23.7,36,Online
2026-09-04 09:00:00,Well-07B,760.9,0.685,1678.3,75.7,2.661,23.8,36,Online
2026-09-04 10:00:00,Well-07B,764.5,0.767,1684.9,77.3,2.58,23.6,36,Online
2026-09-04 11:00:00,Well-07B,757.5,0.881,1684.2,77.8,2.686,23.63,24,Online
2026-09-04 12:00:00,Well-07B,756.4,0.843,1682.0,75.2,2.482,23.61,32,Online
2026-09-04 13:00:00,Well-07B,757.9,0.754,1678.8,76.0,2.642,23.93,32,Online
2026-09-04 14:00:00,Well-07B,758.9,0.894,1675.2,77.8,2.409,23.94,32,Online
2026-09-04 15:00:00,Well-07B,762.5,0.627,1669.6,75.9,2.809,23.86,40,Online
2026-09-04 16:00:00,Well-07B,762.8,0.894,1670.5,76.0,2.533,23.88,36,Online
2026-09-04 17:00:00,Well-07B,763.7,0.626,1666.5,74.6,2.604,23.88,36,Online
2026-09-04 18:00:00,Well-07B,759.0,0.773,1663.2,75.5,2.525,23.64,28,Online
2026-09-04 19:00:00,Well-07B,756.5,0.875,1665.9,76.5,2.578,23.69,28,Online
2026-09-04 20:00:00,Well-07B,752.0,0.681,1666.6,78.1,2.782,23.65,40,Online
2026-09-04 21:00:00,Well-07B,753.4,0.745,1668.2,75.8,2.444,23.65,36,Online
2026-09-04 22:00:00,Well-07B,754.2,0.701,1673.6,74.6,2.47,23.54,40,Online
2026-09-04 23:00:00,Well-07B,754.9,0.891,1676.9,74.8,2.46,23.41,40,Online
2026-09-05 00:00:00,Well-07B,752.6,0.85,1682.9,76.0,2.534,23.52,36,Online
2026-09-05 01:00:00,Well-07B,750.1,0.813,1683.2,77.0,2.548,23.65,24,Online
2026-09-05 02:00:00,Well-07B,750.6,0.777,1689.5,76.5,2.425,23.7,24,Online
2026-09-05 03:00:00,Well-07B,748.9,0.845,1690.9,76.4,2.596,23.48,36,Online
2026-09-05 04:00:00,Well-07B,746.3,0.714,1691.5,77.1,2.472,23.54,32,Online
2026-09-05 05:00:00,Well-07B,744.9,0.729,1697.2,75.4,2.565,23.32,28,Online
2026-09-05 06:00:00,Well-07B,743.2,0.812,1693.6,76.0,2.686,23.24,32,Online
2026-09-05 07:00:00,Well-07B,741.0,0.699,1701.6,75.6,2.41,23.35,32,Online
2026-09-05 08:00:00,Well-07B,737.9,0.609,1700.4,75.8,2.794,23.43,32,Online
2026-09-05 09:00:00,Well-07B,738.9,0.613,1695.5,75.1,2.45,23.48,36,Online
2026-09-05 10:00:00,Well-07B,742.8,0.628,1698.0,75.7,2.615,23.64,36,Online
2026-09-05 11:00:00,Well-07B,742.6,0.852,1696.4,76.0,2.624,23.71,24,Online
2026-09-05 12:00:00,Well-07B,743.1,0.735,1704.4,75.7,2.725,23.46,28,Online
2026-09-05 13:00:00,Well-07B,744.4,0.808,1702.6,75.9,2.497,23.42,40,Online
2026-09-05 14:00:00,Well-07B,745.2,0.713,1703.7,76.3,2.669,23.42,24,Online
2026-09-05 15:00:00,Well-07B,743.1,0.671,1698.0,77.1,2.627,23.4,36,Online
2026-09-05 16:00:00,Well-07B,747.3,0.702,1701.1,77.1,2.59,23.32,24,Online
2026-09-05 17:00:00,Well-07B,745.4,0.833,1697.9,76.6,2.608,23.2,40,Online
2026-09-05 18:00:00,Well-07B,746.9,0.784,1700.6,74.9,2.507,23.49,24,Online
2026-09-05 19:00:00,Well-07B,748.2,0.879,1698.8,75.7,2.514,23.44,28,Online
2026-09-05 20:00:00,Well-07B,743.2,0.797,1690.5,75.8,2.525,23.72,40,Online
2026-09-05 21:00:00,Well-07B,742.3,0.763,1691.0,75.4,2.647,23.59,28,Online
2026-09-05 22:00:00,Well-07B,742.3,0.775,1691.2,76.3,2.844,23.66,36,Online
2026-09-05 23:00:00,Well-07B,742.6,0.874,1694.6,74.6,2.752,23.69,32,Online
2026-09-06 00:00:00,Well-07B,743.3,0.829,1700.8,77.4,2.77,23.58,32,Online
2026-09-06 01:00:00,Well-07B,745.1,0.603,1708.3,77.0,2.523,23.53,28,Online
2026-09-06 02:00:00,Well-07B,745.1,0.755,1711.7,76.4,2.578,23.52,40,Online
2026-09-06 03:00:00,Well-07B,745.9,0.802,1712.7,75.9,2.564,23.42,28,Online
2026-09-06 04:00:00,Well-07B,745.7,0.82,1706.9,77.0,2.609,23.39,28,Online
2026-09-06 05:00:00,Well-07B,743.1,0.658,1707.7,76.6,2.456,23.11,24,Online
2026-09-06 06:00:00,Well-07B,743.1,0.852,1708.4,76.9,2.409,23.19,36,Online
2026-09-06 07:00:00,Well-07B,745.0,0.881,1707.5,75.9,2.671,23.34,24,Online
2026-09-06 08:00:00,Well-07B,747.7,0.669,1710.0,77.5,2.761,23.39,40,Online
2026-09-06 09:00:00,Well-07B,749.0,0.864,1714.4,77.0,2.62,23.67,28,Online
2026-09-06 10:00:00,Well-07B,752.2,0.631,1711.0,76.4,2.468,23.75,40,Restricted
2026-09-06 11:00:00,Well-07B,753.2,0.619,1707.6,77.1,2.645,23.89,24,Online
2026-09-06 12:00:00,Well-07B,755.3,0.643,1706.9,75.6,2.627,24.03,24,Online
2026-09-06 13:00:00,Well-07B,757.6,0.624,1704.4,75.0,2.59,23.7,28,Online
2026-09-06 14:00:00,Well-07B,757.0,0.861,1697.7,76.3,2.666,23.75,32,Online
2026-09-06 15:00:00,Well-07B,758.7,0.625,1693.7,76.0,2.79,23.59,40,Online
2026-09-06 16:00:00,Well-07B,756.3,0.687,1688.6,75.8,2.508,23.45,28,Online
2026-09-06 17:00:00,Well-07B,757.1,0.637,1693.4,77.0,2.634,23.33,32,Online
2026-09-06 18:00:00,Well-07B,758.5,0.696,1700.1,76.1,2.524,23.29,24,Online
2026-09-06 19:00:00,Well-07B,761.1,0.636,1695.6,76.2,2.413,23.37,36,Online
2026-09-06 20:00:00,Well-07B,763.1,0.814,1697.7,75.7,2.416,23.42,24,Online
2026-09-06 21:00:00,Well-07B,765.7,0.653,1701.1,76.7,2.487,23.42,24,Online
2026-09-06 22:00:00,Well-07B,765.4,0.873,1695.1,76.6,2.469,23.5,36,Online
2026-09-06 23:00:00,Well-07B,764.5,0.861,1695.6,76.7,2.71,23.6,28,Online
2026-09-07 00:00:00,Well-07B,763.7,0.615,1705.7,75.6,2.638,23.65,40,Online
2026-09-07 01:00:00,Well-07B,764.3,0.885,1708.3,77.1,2.799,23.44,36,Online
2026-09-07 02:00:00,Well-07B,759.7,0.617,1707.2,77.6,2.633,23.36,32,Online
2026-09-07 03:00:00,Well-07B,763.0,0.684,1704.9,76.7,2.843,23.36,28,Online
2026-09-07 04:00:00,Well-07B,763.0,0.62,1696.7,75.3,2.43,23.45,32,Restricted
2026-09-07 05:00:00,Well-07B,762.0,0.712,1698.5,75.3,2.439,23.29,28,Online
2026-09-07 06:00:00,Well-07B,755.6,0.76,1706.2,75.7,2.54,23.29,40,Online
2026-09-07 07:00:00,Well-07B,755.4,0.845,1702.9,75.5,2.739,23.1,36,Online
2026-09-07 08:00:00,Well-07B,754.9,0.706,1695.0,75.9,2.707,23.22,28,Online
2026-09-07 09:00:00,Well-07B,752.6,0.814,1692.3,76.5,2.498,23.25,36,Online
2026-09-07 10:00:00,Well-07B,750.8,0.657,1695.7,76.2,2.599,23.09,28,Online
2026-09-07 11:00:00,Well-07B,750.7,0.826,1693.9,76.2,2.416,22.93,40,Online
2026-09-07 12:00:00,Well-07B,749.2,0.67,1690.6,75.8,2.507,22.97,36,Online
2026-09-07 13:00:00,Well-07B,750.5,0.644,1690.5,75.9,2.706,23.14,40,Online
2026-09-07 14:00:00,Well-07B,748.6,0.654,1691.4,76.7,2.578,23.01,28,Online
2026-09-07 15:00:00,Well-07B,748.9,0.654,1685.7,74.3,2.619,23.1,40,Online
2026-09-07 16:00:00,Well-07B,751.8,0.756,1684.8,76.0,2.482,23.04,28,Online
2026-09-07 17:00:00,Well-07B,751.7,0.855,1682.7,76.2,2.542,23.13,24,Online
2026-09-07 18:00:00,Well-07B,752.5,0.626,1680.0,76.7,2.624,23.22,24,Online
2026-09-07 19:00:00,Well-07B,753.2,0.816,1675.9,75.1,2.674,23.23,32,Online
2026-09-07 20:00:00,Well-07B,753.1,0.8,1679.6,75.1,2.766,23.01,32,Online
2026-09-07 21:00:00,Well-07B,752.9,0.865,1676.9,76.5,2.402,23.1,28,Online
2026-09-07 22:00:00,Well-07B,751.4,0.675,1668.8,74.4,2.449,23.16,32,Online
2026-09-07 23:00:00,Well-07B,751.7,0.737,1669.8,77.1,2.507,23.21,28,Online
2026-09-08 00:00:00,Well-07B,751.0,0.879,1672.6,76.2,2.517,23.23,36,Online
2026-09-08 01:00:00,Well-07B,754.8,0.803,1669.3,77.3,2.646,23.12,32,Online
2026-09-08 02:00:00,Well-07B,756.7,0.723,1667.0,75.1,2.564,23.25,24,Online
2026-09-08 03:00:00,Well-07B,753.0,0.642,1664.3,75.6,2.489,23.36,28,Online
2026-09-08 04:00:00,Well-07B,749.5,0.678,1662.8,74.0,2.6,23.23,40,Online
2026-09-08 05:00:00,Well-07B,749.1,0.773,1667.2,75.3,2.442,23.39,40,Online
2026-09-08 06:00:00,Well-07B,748.1,0.813,1666.6,75.8,2.412,23.41,28,Online
2026-09-08 07:00:00,Well-07B,747.5,0.635,1669.9,74.3,2.434,23.42,40,Online
2026-09-08 08:00:00,Well-07B,749.1,0.779,1665.9,75.7,2.424,23.4,32,Online
2026-09-08 09:00:00,Well-07B,749.8,0.765,1664.3,74.3,2.576,23.39,32,Online
2026-09-08 10:00:00,Well-07B,750.5,0.755,1668.0,75.8,2.531,23.56,40,Online
2026-09-08 11:00:00,Well-07B,754.1,0.811,1664.7,77.0,2.44,23.68,40,Restricted
2026-09-08 12:00:00,Well-07B,750.6,0.852,1668.7,76.0,2.567,23.8,28,Online
2026-09-08 13:00:00,Well-07B,750.8,0.698,1666.1,77.4,3.043,23.82,24,Online
2026-09-08 14:00:00,Well-07B,749.3,0.866,1664.7,76.7,2.601,23.93,24,Online
2026-09-08 15:00:00,Well-07B,752.8,0.651,1671.3,77.1,2.554,23.83,28,Online
2026-09-08 16:00:00,Well-07B,747.2,0.649,1669.5,75.3,2.594,23.9,28,Online
2026-09-08 17:00:00,Well-07B,741.7,0.673,1669.9,75.3,2.494,23.88,36,Online
2026-09-08 18:00:00,Well-07B,742.4,0.629,1672.3,76.3,2.594,23.63,40,Online
2026-09-08 19:00:00,Well-07B,745.2,0.665,1673.1,74.7,2.434,23.44,28,Online
2026-09-08 20:00:00,Well-07B,747.1,0.629,1674.1,76.4,2.489,23.36,32,Online
2026-09-08 21:00:00,Well-07B,745.0,0.841,1673.8,75.7,2.566,23.41,32,Online
2026-09-08 22:00:00,Well-07B,748.7,0.641,1668.5,77.1,2.574,23.33,28,Online
2026-09-08 23:00:00,Well-07B,745.6,0.819,1669.8,76.6,2.486,23.26,40,Online
2026-09-09 00:00:00,Well-07B,748.8,0.613,1666.7,76.9,2.438,23.36,40,Online
2026-09-09 01:00:00,Well-07B,746.0,0.88,1669.8,75.4,2.583,23.29,24,Online
2026-09-09 02:00:00,Well-07B,745.0,0.808,1675.2,76.9,2.424,23.45,28,Online
2026-09-09 03:00:00,Well-07B,746.6,0.599,1667.8,77.2,2.641,23.59,28,Online
2026-09-09 04:00:00,Well-07B,742.8,0.821,1673.2,76.0,2.566,23.59,28,Online
2026-09-09 05:00:00,Well-07B,746.5,0.751,1671.5,75.4,2.608,23.68,32,Online
2026-09-09 06:00:00,Well-07B,745.5,0.829,1670.9,75.4,2.555,23.76,32,Online
2026-09-09 07:00:00,Well-07B,745.8,0.752,1667.2,77.1,2.567,23.73,24,Online
2026-09-09 08:00:00,Well-07B,748.6,0.791,1667.8,78.3,2.439,23.83,28,Online
2026-09-09 09:00:00,Well-07B,746.6,0.832,1668.0,75.2,2.678,23.95,36,Online
2026-09-09 10:00:00,Well-07B,749.2,0.721,1672.2,75.1,2.727,23.84,32,Online
2026-09-09 11:00:00,Well-07B,753.2,0.603,1669.2,76.8,2.709,23.85,36,Online
2026-09-09 12:00:00,Well-07B,751.5,0.857,1675.7,75.4,2.621,23.87,32,Online
2026-09-09 13:00:00,Well-07B,754.9,0.719,1678.3,76.9,2.414,23.97,40,Online
2026-09-09 14:00:00,Well-07B,750.4,0.749,1678.6,76.4,2.409,23.92,40,Online
2026-09-09 15:00:00,Well-07B,751.3,0.603,1677.8,76.0,2.511,23.85,40,Online
2026-09-09 16:00:00,Well-07B,748.2,0.746,1676.4,76.4,2.506,23.87,32,Online
2026-09-09 17:00:00,Well-07B,750.5,0.897,1675.4,76.3,2.641,24.01,32,Online
2026-09-09 18:00:00,Well-07B,752.6,0.686,1676.0,75.8,2.713,23.87,40,Online
2026-09-09 19:00:00,Well-07B,757.7,0.726,1675.0,74.5,2.721,23.74,36,Online
2026-09-09 20:00:00,Well-07B,761.2,0.818,1672.4,76.2,2.806,23.68,24,Online
2026-09-09 21:00:00,Well-07B,760.7,0.857,1673.0,77.3,2.451,23.64,28,Online
2026-09-09 22:00:00,Well-07B,758.0,0.733,1669.6,74.6,2.826,23.43,32,Online
2026-09-09 23:00:00,Well-07B,759.3,0.702,1670.8,75.2,2.568,23.61,28,Online
2026-09-10 00:00:00,Well-07B,759.1,0.892,1669.8,76.4,2.927,23.59,32,Online
2026-09-10 01:00:00,Well-07B,762.9,0.817,1672.5,76.0,2.499,23.56,40,Online
